BX = 000 Event : 1
0x00 0000011|0000000|01100000011001100|11110101|0001000111|111110011  0x018060667a88ff3
0x01 0000011|0000001|01010100001100000|11110100|1111001011|111101110  0x018154307a797ee
0x02 0000011|0000010|01011101010111110|11111000|0000101000|111110111  0x01825d5f7c051f7
0x03 0000011|0000011|01110100000111010|00110100|0101011001|000110001  0x0183741d1a2b231
0x04 0000011|0000100|01100000100010010|11101101|0001001001|111100101  0x0184608976893e5
0x05 0000011|0000101|01101101111000000|00000001|0100000110|000001000  0x01856de000a0c08
0x06 0000011|0000110|01010010010001000|11011010|1110111011|111100010  0x018652446d777e2
0x07 0000011|0000111|01011011111011000|11010111|0000011110|111011110  0x01875bec6b83dde
0x08 0000011|0001000|01011010001010010|11011000|0000001100|111011111  0x01885a296c019df
0x09 0000011|0001001|01011001101011010|11011001|0000000111|111100001  0x018959ad6c80fe1
0x0a 0000011|0001010|01110111100000010|11011100|0100110110|111100100  0x018a77816e26de4
0x0b 0000011|0010011|01110111100100100|11011101|0100110111|111100110  0x019377926ea6fe6
BX = 001 Event : 2
0x00 0000011|0000001|01001111001010010|00010001|1101100011|000000011  0x01814f2908ec603
0x01 0000011|0000010|01001010001010010|11011101|1100001011|111011001  0x01824a296ee17d9
0x02 0000011|0000011|01000111110000110|11101101|1011110010|111101101  0x018347c376de5ed
0x03 0000011|0000100|01001110010011000|00010010|1101011010|000000100  0x01844e4c096b404
0x04 0000011|0000101|01110000110110000|00110110|0010111011|000110010  0x018570d81b17632
0x05 0000011|0000110|01110011011000000|00111111|0011010100|000111110  0x018673601f9a83e
0x06 0000011|0000111|01110110000110000|11110100|0101001111|111101110  0x018776187a29fee
0x07 0000011|0001000|01100000011111110|11110101|0001110101|111101111  0x0188607f7a8ebef
0x08 0000011|0001001|01100000001000000|00000001|0001110001|111111111  0x01896020008e3ff
0x09 0000011|0001010|01101001010110010|11111000|0011111101|111110101  0x018a69597c1fbf5
0x0a 0000011|0001011|01101000010101000|00001110|0011110010|000010001  0x018b6854071e411
0x0b 0000011|0001100|01000110100000000|00001110|1011100110|000011000  0x018c4680075cc18
0x0c 0000011|0001111|01101101000010100|11011011|0101000001|111100010  0x018f6d0a6da83e2
0x0d 0000011|0010011|01001101100011110|11011101|1101011100|111100100  0x01934d8f6eeb9e4
BX = 010 Event : 3
0x00 0000011|0000000|01000100011000100|11101010|1101001110|111101101  0x018044627569ded
0x01 0000011|0000011|01000100000111000|11101010|1101001010|111101101  0x0183441c75695ed
0x02 0000011|0000100|01001010001000110|11111111|1110001000|000001000  0x01844a237ff1008
0x03 0000011|0000101|01001100111000010|00000011|1111000000|111111110  0x01854ce101f81fe
0x04 0000011|0000110|01001011100010000|00011100|1100101011|000011001  0x01864b880e65619
0x05 0000011|0000111|01001011000100110|00011010|1100100101|000010111  0x01874b130d64a17
0x06 0000011|0001000|01011010100001110|11101100|0000101111|111110000  0x01885a877605ff0
0x07 0000011|0001001|01000011100100100|00110111|1011011000|000111100  0x018943921bdb03c
0x08 0000011|0001010|01011001000011000|00100100|1110110111|000100101  0x018a590c1276e25
0x09 0000011|0001011|01011110000110110|11101111|0001010100|111110011  0x018b5e1b778a9f3
0x0a 0000011|0001100|01011110011101000|11101111|0001010111|111110100  0x018c5e74778aff4
0x0b 0000011|0001101|01001010100100110|00000000|1110001110|000001001  0x018d4a930071c09
0x0c 0000011|0001110|01001011011110100|01001110|1101000100|001000011  0x018e4b7a2768843
0x0d 0000011|0001111|01001100111011100|01001101|1101010100|001000011  0x018f4cee26ea843
0x0e 0000011|0010000|01001100010101110|01001110|1101001110|001000011  0x01904c572769c43
0x0f 0000011|0010001|01011111111000010|01101000|0000100100|001100111  0x01915fe13404867
0x10 0000011|0010010|01111010011000100|01100010|0101000101|001011110  0x01927a623128a5e
0x11 0000011|0010011|01001100101101010|01000110|1101011000|000110011  0x01934cb5236b033
0x12 0000011|0010100|01001110101001100|01000010|1101101110|000101110  0x01944ea6216dc2e
0x13 0000011|0010101|01001101111000110|01000100|1101100101|000110000  0x01954de3226ca30
0x14 0000011|0010110|01100010100001100|01011110|0001001100|001010101  0x019662862f09855
0x15 0000011|0010111|01011011001011100|11101100|0000111001|111110000  0x01975b2e76073f0
0x16 0000011|0011000|01011111000001110|11101111|0001100001|111110011  0x01985f07778c3f3
0x17 0000011|0011001|01011111001100010|11101111|0001100011|111110100  0x01995f31778c7f4
0x18 0000011|0011011|01001110000111100|11110101|1101101100|111111111  0x019b4e1e7aed9ff
