BX = 000 Event : 1
BX = 001 Event : 2
0x00 0000011|0000000|00100101100111010|10001110|1011001110|110111011  0x0180259d4759dbb
0x01 0000011|0000001|00110101101010000|11000011|1100001011|111011001  0x018135a861e17d9
0x02 0000011|0000010|00110001001001110|11100000|1011110010|111101101  0x01823127705e5ed
0x03 0000011|0001001|00101110110010000|00011111|1011100110|000011000  0x01892ec80fdcc18
BX = 010 Event : 3
0x00 0000011|0000000|00110101101000110|11011101|1101001110|111101101  0x018035a36ee9ded
0x01 0000011|0000001|00101011000011000|01000101|1100100011|000101100  0x01812b0c22e462c
0x02 0000011|0000010|00101011101011100|00111010|1100100111|000100011  0x01822bae1d64e23
0x03 0000011|0000011|00110101000010110|11011101|1101001010|111101101  0x0183350b6ee95ed
0x04 0000011|0000111|00111001110101110|00101101|1100101011|000011001  0x018739d716e5619
0x05 0000011|0001110|00111011111001100|01111011|1101000100|001000011  0x018e3be63de8843
0x06 0000011|0001111|00111110101100110|01111010|1101010100|001000011  0x018f3eb33d6a843
0x07 0000011|0010001|00111110110100010|01100111|1101011000|000110011  0x01913ed133eb033
0x08 0000011|0011000|00111101100100010|01111011|1101001110|001000011  0x01983d913de9c43
0x09 0000011|0011111|00111000110101100|00101010|1100100101|000010111  0x019f38d61564a17
0x0a 0000011|0100000|00101010101100010|01100000|1011011000|000111100  0x01a02ab1305b03c
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0000011|0000000|00101110101110000|11101111|1100111101|111111000  0x01802eb877e7bf8
0x01 0000011|0000010|00101110001011010|00011100|1100100010|000001101  0x01822e2d0e6440d
0x02 0000011|0000100|00011111010001000|00100011|1011000100|000010011  0x01841f4411d8813
BX = 101 Event : 6
0x00 0000011|0000000|00110101010110110|10101001|1100111010|111001110  0x0180355b54e75ce
0x01 0000011|0001101|00111000010100010|00110011|1100111001|000011010  0x018d385119e721a
BX = 110 Event : 7
0x00 0000011|0000000|00011111110011010|01000100|1010011110|000100111  0x01801fcd2253c27
0x01 0000011|0000001|00011001010111110|11111001|1010110110|111110110  0x0181195f7cd6df6
0x02 0000011|0000010|00100110111010110|00100011|1100001010|000011001  0x018226eb11e1419
BX = 111 Event : 8
0x00 0000011|0000000|00101110101010100|11110001|1100101000|111101111  0x01802eaa78e51ef
0x01 0000011|0000011|00011000000010100|01101011|1010111000|000111100  0x0183180a35d703c
BX = 000 Event : 9
BX = 001 Event : 10
