BX = 000 Event : 1
16 0 0101111|101|010|000 0x5f50
16 1 0110010|001|110|100 0x6474
1b 0 1001100|000|101|100 0x982c
1b 1 1001101|000|011|101 0x9a1d
1c 0 0001000|100|000|011 0x1103
1c 1 0001101|000|110|110 0x1a36
1c 2 1010100|010|111|110 0xa8be
1d 0 0100100|101|010|010 0x4952
1e 0 0110001|101|100|001 0x6361
1e 1 0110011|001|100|110 0x6666
20 0 0110111|000|010|000 0x6e10
21 0 0111010|001|011|001 0x7459
22 0 1000111|100|101|101 0x8f2d
24 0 0010000|110|010|111 0x2197
24 1 0010001|100|111|111 0x233f
24 2 0011010|000|101|111 0x342f
24 3 1010011|000|010|011 0xa613
25 0 0011111|100|000|001 0x3f01
25 1 0101001|101|101|100 0x536c
25 2 0101010|100|011|100 0x551c
25 3 0101011|010|101|101 0x56ad
25 4 0101100|000|101|101 0x582d
26 0 0101101|001|011|000 0x5a58
26 1 0101110|001|011|000 0x5c58
28 0 0110110|100|000|000 0x6d00
29 0 0111011|101|011|011 0x775b
2b 0 1001001|010|011|011 0x929b
2c 0 0001111|000|000|111 0x1e07
2c 1 0010010|000|101|111 0x242f
2c 2 0010011|011|111|111 0x26ff
2c 3 1010000|001|010|001 0xa051
31 0 0111111|100|010|100 0x7f14
33 0 1001010|010|111|011 0x94bb
33 1 1001011|010|111|011 0x96bb
33 2 1001110|010|000|101 0x9c85
34 0 0001110|101|100|110 0x1d66
34 1 0010100|000|000|111 0x2807
35 0 0100011|010|110|010 0x46b2
3b 0 1001111|000|000|101 0x9e05
3c 0 1010001|100|110|010 0xa332
3d 0 0011011|010|010|000 0x3690
3d 1 0011101|100|000|000 0x3b00
3d 2 0011110|100|000|000 0x3d00
BX = 000 Event : 9
4 0 0000100|101|100|000 0x0960
4 1 0000101|101|101|000 0x0b68
5 0 0001100|010|011|011 0x189b
5 1 0001101|001|100|100 0x1a64
5 2 0001110|001|101|100 0x1c6c
5 3 0001111|010|110|101 0x1eb5
8 0 0100010|100|001|000 0x4508
a 0 0101101|001|111|001 0x5a79
a 1 0110000|000|100|101 0x6025
a 2 0110001|011|101|101 0x62ed
a 3 0110010|010|100|110 0x64a6
a 4 0110011|100|001|111 0x670f
b 0 0000010|001|010|111 0x0457
c 0 0000111|010|010|111 0x0e97
c 1 0001000|001|010|111 0x1057
d 0 0001011|101|101|010 0x176a
d 1 0010000|100|000|101 0x2105
10 0 0100011|010|000|011 0x4683
10 1 0100100|001|011|101 0x485d
10 2 0100101|010|101|011 0x4aab
12 0 0101111|010|111|011 0x5ebb
13 0 0000000|101|111|010 0x017a
13 1 0110101|111|100|000 0x6be0
14 0 0000011|110|000|000 0x0780
14 1 0000110|110|000|101 0x0d85
16 0 0011001|000|011|101 0x321d
16 1 0011010|101|011|111 0x355f
16 2 0011011|010|100|111 0x36a7
17 0 0011100|010|110|000 0x38b0
17 1 0011101|010|011|000 0x3a98
17 2 0011111|010|000|111 0x3e87
18 0 0100110|001|010|110 0x4c56
19 0 0101100|001|101|111 0x586f
1a 0 0101110|010|011|010 0x5c9a
1b 0 0000001|010|011|010 0x029a
1b 1 0111001|010|001|101 0x728d
1d 0 0001010|000|110|001 0x1431
1d 1 0010001|000|001|111 0x220f
1d 2 0010010|010|000|110 0x2486
1e 0 0010011|010|100|000 0x26a0
1e 1 0010100|001|010|001 0x2851
1e 2 0010111|100|111|011 0x2f3b
1e 3 0011000|000|111|011 0x303b
21 0 0101000|010|000|001 0x5081
21 1 0101011|011|010|101 0x56d5
24 0 0001001|010|111|111 0x12bf
24 1 0111010|000|110|001 0x7431
24 2 0111011|001|100|010 0x7662
26 0 0010110|110|001|010 0x2d8a
2a 0 0110100|010|110|111 0x68b7
2e 0 0010101|010|110|010 0x2ab2
30 0 0100111|001|110|101 0x4e75
37 0 0011110|001|011|001 0x3c59
37 1 0100001|101|010|111 0x4357
39 0 0101001|101|001|010 0x534a
39 1 0101010|010|001|010 0x548a
3b 0 0110110|000|000|001 0x6c01
3b 1 0110111|110|111|010 0x6fba
3b 2 0111000|100|101|011 0x712b
3c 0 0111100|110|110|011 0x79b3
3c 1 0111101|101|001|110 0x7b4e
3f 0 0100000|001|110|111 0x4077
BX = 001 Event : 10
2 0 0011111|010|101|101 0x3ead
2 1 0100001|011|101|100 0x42ec
3 0 0000000|101|000|010 0x0142
3 1 0000001|101|101|110 0x036e
3 2 0100011|101|101|000 0x4768
4 0 0000101|000|001|000 0x0a08
4 1 0000110|010|000|000 0x0c80
6 0 0010011|001|111|001 0x2679
7 0 0010111|000|011|111 0x2e1f
8 0 0011010|001|010|000 0x3450
8 1 0011011|010|011|000 0x3698
c 0 0000111|010|010|001 0x0e91
d 0 0001010|101|100|000 0x1560
e 0 0010010|010|001|000 0x2488
12 0 0100000|101|010|101 0x4155
12 1 0100010|100|101|101 0x452d
13 0 0000011|010|101|111 0x06af
13 1 0000100|001|000|111 0x0847
13 2 0101011|001|101|111 0x566f
14 0 0001000|010|101|111 0x10af
15 0 0001011|100|010|010 0x1712
15 1 0010000|000|101|111 0x202f
1b 0 0000010|010|001|111 0x048f
1b 1 0101010|110|001|111 0x558f
1c 0 0101101|001|101|000 0x5a68
1c 1 0110010|000|100|100 0x6424
1d 0 0001101|101|001|011 0x1b4b
1d 1 0001111|011|010|101 0x1ed5
1e 0 0010101|110|100|101 0x2ba5
21 0 0011100|101|110|111 0x3977
22 0 0011101|010|011|010 0x3a9a
22 1 0011110|000|011|010 0x3c1a
24 0 0110001|100|000|100 0x6304
24 1 0110011|101|001|101 0x674d
24 2 0110101|101|010|101 0x6b55
25 0 0001110|010|001|100 0x1c8c
26 0 0010110|010|110|101 0x2cb5
2b 0 0100100|100|111|001 0x4939
2b 1 0101100|001|011|111 0x585f
2c 0 0110000|010|011|011 0x609b
2d 0 0001100|010|100|011 0x18a3
2d 1 0010001|010|101|110 0x22ae
33 0 0100111|000|111|010 0x4e3a
36 0 0010100|000|001|010 0x280a
3b 0 0100101|010|110|001 0x4ab1
3b 1 0100110|001|111|001 0x4c79
3b 2 0101000|100|010|011 0x5113
3b 3 0101001|100|010|011 0x5313
3c 0 0001001|011|110|111 0x12f7
3c 1 0101110|010|100|010 0x5ca2
3c 2 0101111|101|110|010 0x5f72
3c 3 0110100|010|110|101 0x68b5
3f 0 0011000|001|001|101 0x304d
3f 1 0011001|100|000|111 0x3307
