BX = 000 Event : 1
1b 3 1001000|001|011|011 0x905b
1b 4 1001001|100|010|100 0x9314
1b 5 1001110|110|001|101 0x9d8d
1b 6 1010100|001|111|111 0xa87f
1b 7 1010101|000|000|111 0xaa07
1c 0 0000101|101|000|011 0x0b43
1c 1 1011000|100|000|000 0xb100
1c 2 1011010|010|000|001 0xb481
1c 3 1011011|110|000|001 0xb781
1c 4 1011111|010|001|011 0xbe8b
1c 5 1100000|100|001|011 0xc10b
1e 0 0010000|000|000|011 0x2003
20 0 0100011|100|010|000 0x4710
20 1 0101100|000|001|110 0x580e
22 0 0110100|001|101|000 0x6868
22 1 0111000|000|100|100 0x7024
22 2 0111101|011|001|110 0x7ace
23 0 1000101|100|110|010 0x8b32
23 1 1001010|000|010|100 0x9414
23 2 1001100|100|111|101 0x993d
23 3 1010001|010|101|111 0xa2af
23 4 1010110|101|000|111 0xad47
24 0 0001000|010|100|110 0x10a6
24 1 0001001|001|101|111 0x126f
24 2 1010111|010|011|000 0xae98
25 0 0001010|010|001|101 0x148d
25 1 0001100|010|101|111 0x18af
27 0 0010111|100|101|010 0x2f2a
27 1 0011010|001|001|011 0x344b
28 0 0100110|110|101|001 0x4da9
28 1 0101010|110|101|100 0x55ac
28 2 0101110|100|110|110 0x5d36
2a 0 1000000|110|000|110 0x8186
2b 0 1001111|110|101|110 0x9fae
2b 1 1010000|101|110|111 0xa177
2b 2 1010011|010|101|111 0xa6af
2c 0 1011110|000|001|011 0xbc0b
2e 0 0001110|001|000|001 0x1c41
2f 0 0011011|101|010|101 0x3755
2f 1 0100001|101|001|110 0x434e
30 0 0100100|010|010|000 0x4890
30 1 0100101|000|111|001 0x4a39
30 2 0101001|010|010|100 0x5294
30 3 0101011|000|100|101 0x5625
31 0 0110000|101|011|101 0x615d
31 1 0110011|100|100|111 0x6727
32 0 0110111|101|110|100 0x6f74
32 1 0111110|001|001|110 0x7c4e
33 0 1001011|010|001|101 0x968d
33 1 1010010|100|010|111 0xa517
35 0 0001011|101|101|111 0x176f
3b 0 1000010|110|000|001 0x8581
3b 1 1000100|100|111|001 0x8939
3b 2 1001101|010|110|101 0x9ab5
3c 0 1011001|101|110|001 0xb371
3c 1 1011100|101|001|010 0xb94a
3c 2 1011101|110|010|010 0xbb92
BX = 010 Event : 3
5 0 0010100|110|110|111 0x29b7
8 0 0100111|000|101|110 0x4e2e
a 0 0110010|001|010|000 0x6450
a 1 0110101|001|010|010 0x6a52
b 0 0000000|000|010|010 0x0012
c 0 0000111|100|100|011 0x0f23
e 0 0010111|010|000|001 0x2e81
f 0 0011100|100|111|001 0x3939
f 1 0100000|001|011|111 0x405f
10 0 0100110|100|101|110 0x4d2e
10 1 0101001|000|101|110 0x522e
11 0 0101101|000|010|101 0x5a15
12 0 0110110|010|110|010 0x6cb2
12 1 0111000|001|110|011 0x7073
13 0 0000001|100|000|101 0x0305
13 1 0000011|100|010|110 0x0716
13 2 1000001|001|111|101 0x827d
13 3 1000010|101|111|101 0x857d
14 0 0000100|001|010|001 0x0851
14 1 1001001|010|111|011 0x92bb
14 2 1001011|000|110|101 0x9635
14 3 1001101|000|110|101 0x9a35
15 0 0001110|100|111|010 0x1d3a
16 0 0010110|000|000|000 0x2c00
19 0 0101100|100|011|000 0x5918
1a 0 0110011|100|110|000 0x6730
1a 1 0110111|010|111|001 0x6eb9
1b 0 0000010|000|000|101 0x0405
1b 1 1000011|001|000|101 0x8645
1c 0 0000101|001|001|011 0x0a4b
1c 1 0000110|101|001|011 0x0d4b
1c 2 0001000|001|001|101 0x104d
1c 3 0001001|000|000|101 0x1205
1c 4 1001000|001|000|011 0x9043
1c 5 1001010|100|101|100 0x952c
1d 0 0001011|101|000|010 0x1742
1d 1 0001101|101|000|010 0x1b42
1d 2 0001111|100|101|100 0x1f2c
1e 0 0011011|010|101|110 0x36ae
1f 0 0011111|000|011|011 0x3e1b
22 0 0111011|110|101|111 0x77af
22 1 0111100|100|011|111 0x791f
23 0 1000000|001|111|100 0x807c
24 0 0001010|110|110|110 0x15b6
24 1 1000111|001|111|011 0x8e7b
24 2 1010001|101|101|110 0xa36e
25 0 0010000|010|100|100 0x20a4
28 0 0100101|010|010|011 0x4a93
28 1 0101000|000|100|101 0x5025
28 2 0101010|000|100|110 0x5426
2b 0 0111101|101|101|011 0x7b6b
2b 1 1000100|100|100|101 0x8925
2d 0 0001100|000|001|001 0x1809
2e 0 0011001|110|110|101 0x33b5
2e 1 0011110|000|100|111 0x3c27
30 0 0100100|001|110|000 0x4870
31 0 0101111|110|110|011 0x5fb3
31 1 0110000|010|101|101 0x60ad
32 0 0111001|100|101|110 0x732e
32 1 0111010|100|101|110 0x752e
33 0 0111110|010|011|011 0x7c9b
34 0 1000101|010|110|010 0x8ab2
34 1 1000110|010|110|010 0x8cb2
34 2 1001100|000|101|101 0x982d
34 3 1001110|001|001|101 0x9c4d
34 4 1001111|010|001|101 0x9e8d
34 5 1010000|101|010|101 0xa155
37 0 0100001|010|111|110 0x42be
37 1 0100011|010|001|111 0x468f
38 0 0101011|000|010|110 0x5616
39 0 0101110|001|001|011 0x5c4b
39 1 0110001|000|110|101 0x6235
3a 0 0110100|000|001|001 0x6809
3b 0 0111111|110|111|100 0x7fbc
3d 0 0010001|000|010|100 0x2214
3d 1 0010010|101|011|100 0x255c
3d 2 0010011|010|010|110 0x2696
3d 3 0010101|001|011|111 0x2a5f
3e 0 0011000|100|011|000 0x3118
3e 1 0011010|001|000|101 0x3445
3e 2 0011101|010|011|111 0x3a9f
3f 0 0100010|001|111|110 0x447e
BX = 011 Event : 4
1 0 0100011|110|101|000 0x47a8
5 0 0010101|110|011|111 0x2b9f
6 0 0011011|101|111|101 0x377d
8 0 0011111|010|000|000 0x3e80
9 0 0100110|101|100|001 0x4d61
a 0 0101100|011|011|011 0x58db
a 1 0101101|000|010|011 0x5a13
a 2 0101110|011|101|100 0x5cec
c 0 0000010|100|000|000 0x0500
c 1 0000011|010|001|010 0x068a
c 2 0000110|110|011|111 0x0d9f
d 0 0000111|110|000|000 0x0f80
d 1 0001100|000|110|010 0x1832
d 2 0010010|101|100|011 0x2563
10 0 0100010|001|010|110 0x4456
11 0 0100111|011|110|010 0x4ef2
11 1 0101001|010|111|010 0x52ba
12 0 0101010|001|100|001 0x5461
12 1 0101011|000|011|011 0x561b
12 2 0110000|010|110|100 0x60b4
13 0 0000000|000|011|100 0x001c
13 1 0000001|110|001|100 0x038c
14 0 0111010|010|111|100 0x74bc
15 0 0001101|011|101|010 0x1aea
15 1 0010011|110|110|100 0x27b4
15 2 0011001|010|101|111 0x32af
16 0 0010111|001|100|000 0x2e60
16 1 0011000|100|110|000 0x3130
16 2 0011100|001|110|110 0x3876
16 3 0011101|010|110|111 0x3ab7
1a 0 0101111|100|100|100 0x5f24
1b 0 0110011|001|101|001 0x6669
1d 0 0010001|110|011|001 0x2399
1d 1 0010100|100|101|010 0x292a
20 0 0100001|110|010|110 0x4396
24 0 0111001|001|101|100 0x726c
24 1 0111011|010|110|101 0x76b5
24 2 0111100|010|100|101 0x78a5
24 3 0111101|010|100|101 0x7aa5
25 0 0001010|010|101|001 0x14a9
25 1 0001011|001|110|001 0x1671
25 2 0001110|100|111|001 0x1d39
28 0 0100100|001|100|101 0x4865
2a 0 0110001|101|000|110 0x6346
2a 1 0110010|101|000|110 0x6546
2b 0 0110101|100|101|011 0x6b2b
2c 0 0111000|001|100|011 0x7063
2e 0 0011010|010|000|011 0x3483
30 0 0100000|100|111|011 0x413b
31 0 0100101|100|000|000 0x4b00
31 1 0101000|010|111|001 0x50b9
33 0 0110100|010|000|011 0x6883
33 1 0110110|000|011|101 0x6c1d
34 0 0000100|011|000|110 0x08c6
35 0 0010110|101|000|110 0x2d46
37 0 0011110|001|101|001 0x3c69
3c 0 0000101|110|100|111 0x0ba7
3c 1 0001000|110|101|111 0x11af
3c 2 0001001|101|010|111 0x1357
3c 3 0110111|110|111|001 0x6fb9
3d 0 0001111|000|111|001 0x1e39
3d 1 0010000|001|111|001 0x2079
BX = 100 Event : 5
0 0 0110000|100|101|110 0x612e
2 0 0111110|110|100|111 0x7da7
3 0 0000000|100|000|001 0x0101
3 1 0000011|001|001|011 0x064b
3 2 1000001|101|000|001 0x8341
4 0 0000101|010|011|000 0x0a98
4 1 0000110|101|000|000 0x0d40
4 2 0001001|010|011|000 0x1298
4 3 0001100|010|111|000 0x18b8
4 4 0010001|110|111|011 0x23bb
4 5 0010011|110|000|111 0x2787
4 6 0010100|110|000|111 0x2987
4 7 0010101|010|001|111 0x2a8f
6 0 0100100|000|000|101 0x4805
7 0 0101011|100|011|111 0x571f
7 1 0101100|010|011|111 0x589f
8 0 0101110|010|010|000 0x5c90
b 0 0000001|010|100|001 0x02a1
b 1 0000100|100|100|110 0x0926
c 0 0000111|010|010|000 0x0e90
c 1 0001000|010|101|000 0x10a8
c 2 0001011|010|001|000 0x1688
c 3 0001110|100|111|010 0x1d3a
e 0 0011111|110|001|000 0x3f88
11 0 0110011|010|101|111 0x66af
11 1 0110100|010|101|111 0x68af
12 0 0111101|001|111|100 0x7a7c
13 0 1000000|010|101|000 0x80a8
13 1 1000010|000|110|000 0x8430
14 0 0001101|001|110|000 0x1a70
14 1 0001111|010|111|010 0x1eba
14 2 0010000|001|111|010 0x207a
14 3 0010010|001|011|101 0x245d
14 4 1011101|010|111|000 0xbab8
14 5 1101100|100|111|110 0xd93e
16 0 0100000|010|001|001 0x4089
16 1 0100010|011|010|010 0x44d2
17 0 0100111|110|101|010 0x4faa
19 0 0110001|110|111|011 0x63bb
1a 0 0111011|110|111|010 0x77ba
1b 0 0000010|101|000|100 0x0544
1b 1 1000100|100|001|000 0x8908
1b 2 1001011|100|001|101 0x970d
1c 0 0001010|010|000|000 0x1480
1c 1 0010110|110|100|111 0x2da7
1c 2 1010111|001|000|000 0xae40
1c 3 1011100|000|110|000 0xb830
1c 4 1011111|000|010|000 0xbe10
1c 5 1100000|000|101|001 0xc029
1c 6 1100011|001|111|001 0xc679
1c 7 1100101|100|011|010 0xcb1a
1c 8 1101011|010|000|101 0xd685
1d 0 0010111|110|110|000 0x2fb0
1d 1 0011000|000|001|001 0x3009
1d 2 0011011|110|011|011 0x379b
1d 3 0011100|000|010|011 0x3813
1e 0 0100011|001|001|010 0x464a
1e 1 0100101|100|011|111 0x4b1f
1f 0 0100110|001|111|000 0x4c78
22 0 0111010|110|011|001 0x7599
22 1 0111100|100|000|100 0x7904
23 0 1000011|011|110|000 0x86f0
23 1 1000101|110|111|000 0x8bb8
23 2 1000110|100|100|001 0x8d21
23 3 1000111|101|011|001 0x8f59
23 4 1001000|010|110|001 0x90b1
23 5 1001001|101|011|001 0x9359
24 0 1100001|100|101|001 0xc329
24 1 1100010|001|001|001 0xc449
25 0 0011001|011|110|001 0x32f1
27 0 0101101|110|111|111 0x5bbf
29 0 0110010|010|111|100 0x64bc
2b 0 1001101|000|101|111 0x9a2f
2c 0 1010000|000|101|000 0xa028
2c 1 1011000|000|010|000 0xb010
2c 2 1011001|100|111|000 0xb338
2c 3 1100110|000|110|010 0xcc32
2d 0 0011101|101|100|101 0x3b65
2d 1 0011110|000|111|101 0x3c3d
30 0 0101111|100|100|010 0x5f22
32 0 0110101|110|011|000 0x6b98
32 1 0110110|000|011|000 0x6c18
32 2 0110111|110|011|000 0x6f98
32 3 0111111|110|101|111 0x7faf
33 0 1001110|000|110|111 0x9c37
33 1 1001111|001|111|111 0x9e7f
34 0 1010001|100|001|000 0xa308
34 1 1010010|110|010|000 0xa590
34 2 1010011|100|101|000 0xa728
34 3 1010100|100|010|000 0xa910
34 4 1010101|001|011|000 0xaa58
34 5 1010110|100|011|000 0xad18
34 6 1011010|000|011|000 0xb418
34 7 1011011|001|001|000 0xb648
34 8 1011110|100|101|000 0xbd28
34 9 1100100|010|110|010 0xc8b2
34 a 1101001|100|101|011 0xd32b
35 0 0011010|010|011|011 0x349b
36 0 0100001|101|000|000 0x4340
3a 0 0111000|010|011|000 0x7098
3a 1 0111001|101|101|000 0x7368
3b 0 1001010|110|000|010 0x9582
3b 1 1001100|101|110|101 0x9975
3c 0 1100111|100|000|011 0xcf03
3c 1 1101000|010|001|011 0xd08b
3c 2 1101010|010|000|011 0xd483
3f 0 0101000|001|110|010 0x5072
3f 1 0101001|100|011|011 0x531b
3f 2 0101010|101|111|100 0x557c
BX = 101 Event : 6
0 0 0110000|001|101|000 0x6068
0 1 0110001|001|101|000 0x6268
0 2 0110010|001|100|000 0x6460
0 3 0110011|000|100|000 0x6620
0 4 0111001|101|011|010 0x735a
1 0 1000001|110|101|101 0x83ad
2 0 1001001|010|101|010 0x92aa
3 0 0000000|101|010|000 0x0150
3 1 0000010|010|100|011 0x04a3
3 2 0000011|100|001|011 0x070b
3 3 0000100|101|100|100 0x0964
3 4 0000101|100|010|100 0x0b14
3 5 0000110|100|010|100 0x0d14
4 0 0001001|101|100|000 0x1360
4 1 0001011|100|100|000 0x1720
4 2 0001101|010|100|001 0x1aa1
4 3 0001110|001|011|001 0x1c59
4 4 0001111|100|000|001 0x1f01
4 5 0010011|101|101|101 0x276d
6 0 0100010|101|000|011 0x4543
6 1 0100011|110|000|011 0x4783
7 0 0101100|000|010|100 0x5814
8 0 0111010|010|011|101 0x749d
a 0 1001000|010|111|001 0x90b9
a 1 1001011|010|101|010 0x96aa
a 2 1001100|101|001|011 0x994b
b 0 0001000|001|010|111 0x1057
b 1 1010010|010|111|000 0xa4b8
c 0 0001010|010|001|000 0x1488
c 1 0001100|001|100|000 0x1860
10 0 0110100|101|011|000 0x6958
10 1 0110101|110|011|000 0x6b98
10 2 0111100|001|100|110 0x7866
11 0 0111101|110|111|010 0x7bba
11 1 1000000|001|000|101 0x8045
12 0 1000111|101|000|000 0x8f40
12 1 1001010|101|111|010 0x957a
13 0 0000001|101|010|001 0x0351
13 1 1010011|110|001|000 0xa788
14 0 0010000|010|010|010 0x2092
14 1 0010001|001|011|100 0x225c
14 2 0010010|110|101|100 0x25ac
14 3 0010101|001|011|111 0x2a5f
14 4 1100111|000|111|100 0xce3c
15 0 0010111|110|010|001 0x2f91
15 1 0011000|110|001|010 0x318a
15 2 0100000|100|101|111 0x412f
15 3 0100001|110|111|110 0x43be
16 0 0100100|010|101|011 0x48ab
16 1 0100110|110|110|110 0x4db6
18 0 0110111|000|011|001 0x6e19
18 1 0111000|101|001|010 0x714a
19 0 0111110|011|000|010 0x7cc2
19 1 1000110|110|010|111 0x8d97
1b 0 0000111|000|010|100 0x0e14
1b 1 1010101|110|101|001 0xaba9
1b 2 1011101|100|001|010 0xbb0a
1b 3 1100001|101|001|100 0xc34c
1c 0 1100110|101|011|100 0xcd5c
1d 0 0011010|001|010|001 0x3451
1d 1 0011100|010|001|001 0x3889
1d 2 0011101|100|010|011 0x3b13
1d 3 0011110|000|010|011 0x3c13
1f 0 0101101|100|011|010 0x5b1a
21 0 1000011|000|001|101 0x860d
22 0 1001101|101|111|010 0x9b7a
22 1 1001110|001|110|010 0x9c72
22 2 1010001|010|000|110 0xa286
23 0 1010110|100|000|001 0xad01
23 1 1010111|001|011|001 0xae59
23 2 1011010|000|011|010 0xb41a
24 0 0010100|011|001|110 0x28ce
24 1 1101010|000|000|110 0xd406
2b 0 1011000|010|001|001 0xb089
2b 1 1011001|001|101|010 0xb26a
2b 2 1011011|100|011|010 0xb71a
2d 0 0011011|110|001|001 0x3789
2d 1 0011111|101|011|100 0x3f5c
30 0 0111011|010|001|011 0x768b
31 0 1000010|110|111|011 0x85bb
31 1 1000100|010|000|101 0x8885
31 2 1000101|000|000|110 0x8a06
33 0 1011100|001|101|010 0xb86a
33 1 1011110|001|011|010 0xbc5a
33 2 1100010|101|010|111 0xc557
33 3 1100011|010|011|111 0xc69f
34 0 1100101|010|100|011 0xcaa3
35 0 0011001|110|111|001 0x33b9
38 0 0110110|010|100|000 0x6ca0
39 0 0111111|110|101|011 0x7fab
3a 0 1001111|101|011|100 0x9f5c
3a 1 1010000|101|011|100 0xa15c
3a 2 1010100|001|101|110 0xa86e
3b 0 1011111|100|111|010 0xbf3a
3b 1 1100000|100|111|010 0xc13a
3c 0 1100100|000|111|010 0xc83a
3c 1 1101000|101|111|101 0xd17d
3c 2 1101001|101|011|110 0xd35e
3d 0 0010110|110|000|001 0x2d81
3e 0 0100101|001|000|100 0x4a44
3f 0 0100111|110|101|001 0x4fa9
3f 1 0101000|110|100|010 0x51a2
3f 2 0101001|000|101|010 0x522a
3f 3 0101010|001|001|010 0x544a
3f 4 0101011|000|001|010 0x560a
3f 5 0101110|010|010|010 0x5c92
3f 6 0101111|101|011|100 0x5f5c
BX = 110 Event : 7
1 0 0111101|101|001|001 0x7b49
1 1 1000100|000|001|111 0x880f
2 0 1011000|001|110|110 0xb076
4 0 0000101|100|110|000 0x0b30
4 1 0000110|100|111|000 0x0d38
5 0 0011011|101|011|110 0x375e
7 0 0100111|101|011|000 0x4f58
7 1 0110011|100|110|110 0x6736
7 2 0110100|001|101|111 0x686f
9 0 1000011|101|011|111 0x875f
a 0 1001011|101|101|000 0x9768
a 1 1010100|110|110|011 0xa9b3
a 2 1010101|100|111|101 0xab3d
a 3 1011001|110|000|110 0xb386
b 0 0000000|110|111|000 0x01b8
c 0 0000100|100|000|000 0x0900
c 1 0000111|100|100|001 0x0f21
c 2 0001000|001|001|010 0x104a
d 0 0001101|000|110|000 0x1a30
e 0 0100010|011|110|111 0x44f7
f 0 0101000|101|010|001 0x5151
f 1 0101010|101|010|001 0x5551
f 2 0110101|010|111|111 0x6abf
12 0 1001001|101|001|000 0x9348
12 1 1001010|101|001|000 0x9548
12 2 1010110|000|000|101 0xac05
13 0 0000001|001|001|010 0x024a
13 1 0000010|010|010|110 0x0496
13 2 0000011|101|010|111 0x0757
13 3 1011011|010|011|000 0xb698
14 0 0001001|101|101|100 0x136c
14 1 0001010|110|001|110 0x158e
15 0 0001110|100|010|000 0x1d10
15 1 0010001|100|011|010 0x231a
15 2 0010010|110|100|011 0x25a3
15 3 0010101|000|000|101 0x2a05
16 0 0100000|110|110|100 0x41b4
16 1 0100001|000|101|110 0x422e
16 2 0100100|000|101|110 0x482e
16 3 0100110|000|010|111 0x4c17
17 0 0101001|001|111|001 0x5279
17 1 0101110|001|111|001 0x5c79
17 2 0101111|100|010|010 0x5f12
17 3 0110000|101|000|100 0x6144
17 4 0110010|101|101|110 0x656e
17 5 0110110|000|110|111 0x6c37
18 0 0111011|010|011|000 0x7698
19 0 1000111|000|100|111 0x8e27
1b 0 1011111|100|000|010 0xbf02
1b 1 1100001|000|101|011 0xc22b
1b 2 1100101|010|000|110 0xca86
1c 0 1101100|010|111|001 0xd8b9
1d 0 0011000|110|001|100 0x318c
1e 0 0011110|110|000|100 0x3d84
1e 1 0100011|011|011|101 0x46dd
1f 0 0101101|010|000|000 0x5a80
1f 1 0111001|010|110|111 0x72b7
20 0 0111100|001|111|000 0x7878
22 0 1001110|101|110|001 0x9d71
22 1 1010000|010|101|010 0xa0aa
22 2 1011010|110|001|110 0xb58e
23 0 1100110|001|010|110 0xcc56
24 0 1101000|101|001|000 0xd148
25 0 0010100|110|110|100 0x29b4
25 1 0010110|110|101|100 0x2dac
25 2 0011001|110|011|101 0x339d
26 0 0011101|010|100|000 0x3aa0
29 0 1000000|001|110|011 0x8073
29 1 1000001|110|001|101 0x838d
29 2 1000101|101|001|101 0x8b4d
29 3 1001100|001|101|111 0x986f
29 4 1001101|000|110|111 0x9a37
2a 0 1010001|100|101|010 0xa32a
2a 1 1010111|101|101|100 0xaf6c
2b 0 1011100|011|011|001 0xb8d9
2b 1 1011101|100|111|001 0xbb39
2b 2 1100010|000|101|101 0xc42d
2b 3 1100100|101|111|110 0xc97e
2b 4 1100111|100|100|111 0xcf27
2d 0 0010000|011|111|001 0x20f9
2d 1 0010011|000|111|011 0x263b
2d 2 0011010|001|001|101 0x344d
2d 3 0011100|000|011|101 0x381d
2f 0 0101100|100|010|001 0x5911
31 0 0111110|101|000|010 0x7d42
31 1 0111111|101|000|010 0x7f42
31 2 1001000|001|000|111 0x9047
33 0 1011110|110|001|001 0xbd89
34 0 0001011|101|101|110 0x176e
34 1 0001100|111|000|111 0x19c7
34 2 1101011|000|110|001 0xd631
35 0 0001111|101|001|000 0x1f48
35 1 0010111|110|111|100 0x2fbc
36 0 0011111|001|101|011 0x3e6b
36 1 0100101|101|110|111 0x4b77
36 2 0101011|100|101|111 0x572f
37 0 0110111|101|111|110 0x6f7e
39 0 1000010|000|101|101 0x842d
39 1 1000110|110|011|110 0x8d9e
3a 0 1001111|010|110|001 0x9eb1
3a 1 1010010|101|111|011 0xa57b
3a 2 1010011|110|111|011 0xa7bb
3b 0 1100000|000|110|011 0xc033
3b 1 1100011|000|100|101 0xc625
3c 0 1101001|001|100|000 0xd260
3c 1 1101010|010|010|000 0xd490
3f 0 0110001|010|111|100 0x62bc
3f 1 0111000|100|101|110 0x712e
3f 2 0111010|101|010|111 0x7557
BX = 111 Event : 8
2 0 1000110|001|111|110 0x8c7e
4 0 0001010|010|010|101 0x1495
4 1 0001011|000|001|101 0x160d
4 2 0001100|100|110|110 0x1936
5 0 0100010|110|001|011 0x458b
5 1 0100101|110|111|010 0x4bba
5 2 0100110|110|001|011 0x4d8b
7 0 0110101|010|111|101 0x6abd
8 0 0111000|010|010|110 0x7096
9 0 0111100|001|001|100 0x784c
9 1 0111101|011|010|100 0x7ad4
9 2 0111110|000|100|101 0x7c25
9 3 1000000|001|110|110 0x8076
9 4 1000001|000|110|110 0x8236
9 5 1000010|101|110|111 0x8577
a 0 1000100|010|011|100 0x889c
a 1 1000101|100|011|101 0x8b1d
a 2 1001000|001|100|111 0x9067
b 0 0000000|001|100|001 0x0061
c 0 0001001|001|010|101 0x1255
d 0 0010110|001|111|000 0x2c78
d 1 0010111|101|001|000 0x2f48
d 2 0011000|001|111|000 0x3078
d 3 0100000|011|011|010 0x40da
d 4 0100001|011|011|010 0x42da
d 5 0101000|000|011|011 0x501b
e 0 0110000|110|110|000 0x61b0
f 0 0110100|010|101|100 0x68ac
11 0 0111001|011|000|001 0x72c1
12 0 1000011|100|000|000 0x8700
13 0 0000001|000|000|100 0x0204
13 1 0000010|000|010|111 0x0417
14 0 0000011|110|010|000 0x0790
14 1 0000100|101|010|000 0x0950
14 2 0000101|000|000|001 0x0a01
14 3 0000110|000|111|011 0x0c3b
14 4 0000111|101|011|011 0x0f5b
14 5 0010101|010|101|111 0x2aaf
14 6 1010010|000|111|011 0xa43b
15 0 0011001|011|000|000 0x32c0
15 1 0011100|010|101|000 0x38a8
15 2 0100111|000|010|011 0x4e13
