BX = 000 Event : 1
0x00 1101101|000110001101|00111100001000|101|0001101|00111010 0x6d18d3c228d3a
0x01 0010110|000110111110|00111001100011|101|0001111|00111010 0x161be398e8f3a
0x02 1110011|001100000010|00111011000001|010|0010011|00111011 0x733023b05133b
0x03 1100010|001100001100|00111010101101|100|0010100|00111010 0x6230c3ab6143a
0x04 1111011|010000011001|00111101111111|010|0010101|00111110 0x7b4193dfd153e
0x05 1011111|010011011011|00111001110000|001|0010111|00111011 0x5f4db39c0973b
0x06 1011110|010110111010|00111101010001|101|0011000|00111011 0x5e5ba3d46983b
0x07 0010010|011010110001|00110110000011|000|0011010|00110101 0x126b1360c1a35
0x08 1100111|101111100001|00110110110010|100|0100011|00110110 0x67be136ca2336
0x09 1111001|101111100111|00111100010101|000|0100100|00111100 0x79be73c54243c
0x0a 0011110|110111110010|00110010010100|110|0101010|00110100 0x1edf232532a34
0x0b 1111000|111000100101|00110101011000|101|0101011|00110100 0x78e253562ab34
0x0c 1111010|111000100110|00110101100100|101|0101100|00110101 0x7ae263592ac35
BX = 001 Event : 2
0x00 1001110|111100101000|00111000010000|101|0000001|00110101 0x4ef2838428135
0x01 1001110|111110010111|00111011101000|101|0000010|00111000 0x4ef973ba28238
0x02 1001101|000011000010|00111111110000|101|0000100|00111100 0x4d0c23fc2843c
0x03 0000010|001000011101|00111101101110|011|0010001|00111100 0x0221d3db9913c
0x04 0001001|001110000011|00111010011000|101|0010111|00111010 0x093833a62973a
0x05 1111010|010000011001|00110101101011|010|0011000|00110110 0x7a41935ad1836
0x06 1100001|010000100000|00111000100111|101|0011001|00110111 0x61420389e9937
0x07 0101001|010011000110|00111110110110|001|0011011|00111101 0x294c63ed89b3d
0x08 0000010|011010110101|00111110110111|000|0100001|00111110 0x026b53edc213e
0x09 1101110|100101000100|00110101000110|000|0100011|00110101 0x6e94435182335
0x0a 0010101|100101001111|00110110011100|100|0100100|00110110 0x1594f36722436
0x0b 1110100|101001001101|00111011000100|101|0100101|00111010 0x74a4d3b12a53a
0x0c 1111111|101001001111|00110111101110|101|0100110|00110111 0x7fa4f37baa637
0x0d 0000011|101100101111|00111000110110|000|0100111|00111000 0x03b2f38d82738
0x0e 0001111|101111101101|00111011011011|101|0101001|00111011 0x0fbed3b6ea93b
0x0f 0010100|101111101110|00111001110001|101|0101010|00111011 0x14bee39c6aa3b
0x10 0100101|110111110101|00110010110010|101|0101110|00110100 0x25df532caae34
0x11 0100111|110111110111|00110010111001|110|0101111|00110110 0x27df732e72f36
BX = 010 Event : 3
0x00 1001101|111110110000|00111110110010|101|0000110|00111011 0x4dfb03eca863b
0x01 0011110|000101100001|00111000001011|110|0011011|00111010 0x1e161382f1b3a
0x02 0011001|000101100110|00110111001000|011|0011100|00110100 0x1916637219c34
0x03 0001001|000101110011|00111001000100|001|0011101|00111000 0x0917339109d38
0x04 1110111|000111011011|00110111101111|010|0011110|00111000 0x771db37bd1e38
0x05 0001100|001000010111|00111110010111|000|0011111|00111110 0x0c2173e5c1f3e
0x06 1101101|001010001111|00111001110010|011|0100000|00111100 0x6d28f39c9a03c
0x07 0100010|001011100110|00111110000100|010|0100001|00111011 0x222e63e11213b
0x08 1111101|100101001000|00110110000010|100|0101110|00110101 0x7d948360a2e35
0x09 1111111|101001001111|00110100010011|001|0110001|00110100 0x7fa4f344cb134
0x0a 0100110|101001011010|00110110110100|100|0110011|00110111 0x26a5a36d23337
0x0b 0000110|101100110000|00110111110110|100|0110101|00111000 0x06b3037da3538
0x0c 1101010|110101110000|00111011010110|100|0110111|00111010 0x6ad703b5a373a
0x0d 1110111|110101111000|00111011110011|000|0111000|00111011 0x77d783bcc383b
0x0e 0000001|111010000100|00110011101011|101|0111010|00110100 0x01e8433aeba34
BX = 011 Event : 4
0x00 1001110|000000100010|00111011100100|000|0000010|00111011 0x4e0223b90023b
0x01 1101110|000101000000|00111000100110|011|0001010|00111010 0x6e14038998a3a
0x02 1101011|000111100101|00111100101010|001|0001011|00111101 0x6b1e53ca88b3d
0x03 0010101|001000010010|00111110111110|010|0001101|00111101 0x152123ef90d3d
0x04 0010010|011010110001|00111001111101|000|0010000|00111001 0x126b139f41039
0x05 1011111|101001000110|00110111100100|001|0010110|00111001 0x5fa4637909639
0x06 0100010|101001011010|00111101101011|001|0010111|00111100 0x22a5a3dac973c
0x07 1100100|101100100110|00111001110000|001|0011000|00111010 0x64b2639c0983a
0x08 0100100|101100111001|01000000101011|001|0011010|00111111 0x24b3940ac9a3f
0x09 0100111|101100111010|00111110101001|001|0011011|00111101 0x27b3a3ea49b3d
0x0a 1100010|110011110100|00110111100011|010|0011100|00111001 0x62cf4378d1c39
0x0b 0100010|110100011010|00111111110000|000|0011101|00111111 0x22d1a3fc01d3f
BX = 100 Event : 5
0x00 1001110|111100010100|00111011101100|010|0000000|00111111 0x4ef143bb1003f
0x01 1001110|111101001000|00111000110100|001|0000001|00111010 0x4ef4838d0813a
0x02 1001111|111110100001|00110100010000|000|0000010|00110100 0x4ffa134400234
0x03 1001111|111110101011|00110110010000|001|0000011|00111000 0x4ffab36408338
0x04 1001111|000000111110|00110011101000|000|0001011|00110100 0x4f03e33a00b34
0x05 0001000|000101110101|00110110011100|101|0010111|00110110 0x0817536729736
0x06 0010000|000111000011|00111011010100|000|0011000|00111011 0x101c33b50183b
0x07 0000100|001110000101|00111010001000|100|0011101|00111010 0x043853a221d3a
0x08 1100001|010011011011|00111100010100|001|0100001|00111101 0x614db3c50a13d
0x09 0001100|010110101101|00111100011000|000|0100011|00111100 0x0c5ad3c60233c
0x0a 0001001|011111100100|00110110000101|100|0100111|00110110 0x097e436162736
0x0b 0000110|011111100101|00110110000000|000|0101000|00110101 0x067e536002835
0x0c 1100100|011111101110|00111010101011|100|0101100|00111010 0x647ee3aae2c3a
0x0d 1100101|100000010010|00110100010110|000|0101110|00110100 0x6581234582e34
0x0e 0010001|101001010101|00111111011101|000|0101111|00111111 0x11a553f742f3f
0x0f 0000010|110001111001|00111001001111|101|0110001|00111001 0x02c79393eb139
0x10 0010100|110111101101|00111001110110|110|0110011|00111011 0x14ded39db333b
0x11 1101100|111000011011|00111011111110|101|0110100|00111010 0x6ce1b3bfab43a
0x12 1111001|111001111101|00110110011011|010|0110101|00110110 0x79e7d366d3536
0x13 1111110|111010000010|00111010101010|010|0110110|00111011 0x7ee823aa9363b
BX = 101 Event : 6
0x00 1010101|111101010111|00111110001000|101|0000011|00111100 0x55f573e22833c
0x01 1001111|111110010111|00110110001100|000|0001000|00110110 0x4ff9736300836
0x02 1010101|000001110111|00111011011100|100|0001111|00111010 0x550773b720f3a
0x03 0100010|000100001111|00111101010100|100|0011010|00111110 0x2210f3d521a3e
0x04 0011110|000110110111|00110110011111|000|0011101|00110110 0x1e1b7367c1d36
0x05 0000011|001010000010|00110101100101|101|0100000|00110101 0x032823596a035
0x06 1110011|001110001111|00111001001001|010|0100010|00111001 0x7338f39252239
0x07 1100011|010011011010|00111011110011|001|0100101|00111100 0x634da3bcca53c
0x08 0100000|100101010011|00111100110110|000|0101110|00111100 0x209533cd82e3c
0x09 0000011|101001010001|00111000011100|100|0110001|00111000 0x03a5138723138
0x0a 0000100|101001010001|00110110010010|000|0110010|00110110 0x04a5136483236
0x0b 0010011|101001010101|00110101010111|001|0110011|00110100 0x13a55355cb334
0x0c 0100100|101001011010|01000000011111|001|0110100|00111111 0x24a5a407cb43f
0x0d 1100100|101100100110|00111001111010|001|0110101|00111010 0x64b2639e8b53a
0x0e 1101001|101100101000|00110101111001|100|0110110|00110101 0x69b2835e63635
0x0f 0000011|101100101111|00111000101111|000|0110111|00111000 0x03b2f38bc3738
0x10 1111111|101111101000|00110110101110|001|0111001|00110111 0x7fbe836b8b937
0x11 1101100|110001101101|00111011000011|010|0111010|00111100 0x6cc6d3b0d3a3c
0x12 1111000|110101111000|00110111000100|000|0111100|00110111 0x78d7837103c37
0x13 1111010|110101111001|00110111010000|000|0111101|00110111 0x7ad7937403d37
0x14 0000100|110101111111|00111010000101|100|0111110|00111010 0x04d7f3a163e3a
0x15 1110110|110111011011|00110100000001|011|0111111|00110100 0x76ddb3405bf34
0x16 0000010|110111100011|00111000111111|000|1000000|00111000 0x02de338fc4038
0x17 1101101|111001110001|00110010101010|011|1000001|00110100 0x6de7132a9c134
0x18 0011000|111010011010|00111100110100|010|1000011|00111011 0x18e9a3cd1433b
0x19 1110010|111011000011|00110111110010|000|1000100|00110111 0x72ec337c84437
BX = 110 Event : 7
0x00 1010110|000010010000|00111000100101|100|0000101|00110111 0x5609038960537
0x01 1111101|000101111111|00110110010010|101|0010000|00110101 0x7d17f364a9035
0x02 1110011|000110001000|00111101000001|010|0010001|00111101 0x731883d05113d
0x03 0100100|000110110001|01000000111101|010|0010011|00111110 0x241b140f5133e
0x04 0000111|000111001100|00111101011011|100|0010100|00111101 0x071cc3d6e143d
0x05 1111011|000111011000|00111001001110|110|0010101|00111000 0x7b1d8393b1538
0x06 1110011|000111011111|00111100011001|100|0010110|00111100 0x731df3c66163c
0x07 0010111|001001110111|00110101100100|110|0011001|00110111 0x1727735931937
0x08 1110100|001010001011|00110101110001|000|0011011|00110101 0x7428b35c41b35
0x09 1101000|001010010001|00111011010100|101|0011100|00111010 0x682913b529c3a
0x0a 1100111|001010010010|00110110100100|101|0011101|00110101 0x6729236929d35
0x0b 1110111|001011111111|00111100101110|100|0011111|00111100 0x772ff3cba1f3c
0x0c 1101010|001110010100|00111010111011|110|0100001|00111000 0x6a3943aef2138
0x0d 0011010|010110101000|01000000000101|000|0100010|00111111 0x1a5a84014223f
0x0e 0000000|010110110000|00111111110000|100|0100011|00111111 0x005b03fc2233f
0x0f 0001010|100101001101|00111001101100|000|0101111|00111001 0x0a94d39b02f39
0x10 1101101|101001001010|00111001010100|100|0110000|00111000 0x6da4a39523038
0x11 0000100|110001111011|00111100001000|000|0110100|00111100 0x04c7b3c20343c
0x12 1100101|110101101110|01000001110001|110|0110111|00111111 0x65d6e41c7373f
0x13 0010110|110111101110|00110111110100|100|0111001|00111000 0x16dee37d23938
0x14 1111000|111000100110|00111100000010|110|0111100|00111011 0x78e263c0b3c3b
0x15 0011001|111001000101|01000000011001|001|0111101|00111111 0x19e454064bd3f
0x16 0011111|111010011111|00110100101001|100|0111111|00110101 0x1fe9f34a63f35
0x17 1110100|111011000101|00110101011011|000|1000000|00110101 0x74ec5356c4035
0x18 0011110|111011101100|00110101110010|000|1000001|00110101 0x1eeec35c84135
0x19 0100101|111011110011|00111000011110|010|1000010|00110101 0x25ef338794235
BX = 111 Event : 8
0x00 1001110|111100101000|00111010101101|101|0000000|00110111 0x4ef283ab68037
0x01 1010110|111111110101|00111011000011|000|0000100|00111011 0x56ff53b0c043b
0x02 0000010|000101111010|00111001110001|010|0010010|00111001 0x0217a39c51239
0x03 1110111|000111011011|00110111001111|010|0010101|00110111 0x771db373d1537
0x04 1101101|001100000101|00110101001111|001|0011001|00110110 0x6d305353c9936
0x05 1111101|010000011001|00110101001000|001|0011111|00110101 0x7d41935209f35
0x06 0011000|011111100000|00110100111011|001|0100100|00110100 0x187e034eca434
0x07 1100000|011111101111|01000000011101|100|0100101|00111111 0x607ef4076253f
0x08 0000011|100101001011|00111011100011|100|0101011|00111011 0x0394b3b8e2b3b
0x09 0100110|101100111010|01000000001000|001|0101101|00111110 0x26b3a4020ad3e
0x0a 1100011|101111100000|00111100000001|001|0101110|00111100 0x63be03c04ae3c
0x0b 1101011|101111100011|00111001110010|101|0101111|00111000 0x6bbe339caaf38
0x0c 0001010|101111101100|00111110110100|001|0110000|00111110 0x0abec3ed0b03e
0x0d 0010000|101111101101|00110101010000|001|0110001|00110100 0x10bed3540b134
0x0e 1100011|110001101000|01000000111101|110|0110010|00111111 0x63c6840f7323f
0x0f 0000000|110001111000|00111011001000|100|0110011|00111011 0x00c783b22333b
0x10 0000011|110111100011|00110110011000|010|0110101|00110101 0x03de336613535
BX = 000 Event : 9
0x00 1010111|000000010000|00110100011100|010|0000010|00110111 0x5701034710237
0x01 1010101|000000100111|00111101110110|101|0000011|00111011 0x550273dda833b
0x02 0001001|000111001010|00111011010110|101|0001101|00111011 0x091ca3b5a8d3b
0x03 1110001|000111100000|00111010110100|000|0001110|00111010 0x711e03ad00e3a
0x04 0010011|001000010011|00111100010110|010|0001111|00111010 0x132133c590f3a
0x05 1100000|010011011011|00111111100101|000|0010010|00111111 0x604db3f94123f
0x06 1110111|010110110011|00111001111011|000|0010011|00111001 0x775b339ec1339
0x07 1111010|100000011000|00110101111000|000|0011010|00110101 0x7a81835e01a35
0x08 1101001|100101000011|00110110010101|001|0011100|00110111 0x6994336549c37
0x09 0001111|100101001110|00111001101000|100|0011101|00111001 0x0f94e39a21d39
0x0a 1100110|101111100001|00111011001100|010|0100000|00111100 0x66be13b31203c
0x0b 1111110|110111100000|00110111110011|101|0100001|00110111 0x7ede037cea137
0x0c 1110011|111001111000|00111001110010|010|0100101|00111010 0x73e7839c9253a
0x0d 0011111|111011101110|00111001101010|011|0100110|00110111 0x1feee39a9a637
BX = 001 Event : 10
0x00 1001111|000001010010|00110101101000|001|0000011|00110111 0x4f05235a08337
0x01 1010111|000010010101|00110010100011|001|0000100|00110100 0x57095328c8434
0x02 1111111|000111010011|00111110010100|100|0000110|00111110 0x7f1d33e52063e
0x03 1111001|001011111110|00111101010000|001|0001000|00111101 0x792fe3d40883d
0x04 0011100|010000010000|00110100100011|100|0001011|00110101 0x1c410348e0b35
0x05 0011010|010000010000|00110110011011|000|0001100|00110110 0x1a410366c0c36
0x06 0010111|010000010001|00110110001000|101|0001101|00110111 0x1741136228d37
0x07 0000011|100000011011|00111101000000|100|0010000|00111101 0x0381b3d02103d
0x08 0010000|111000111101|00111111001010|100|0010010|00111111 0x10e3d3f2a123f
0x09 0011010|111001000101|00111000011000|010|0010100|00110110 0x1ae4538611436
0x0a 1110000|111001110101|00110101011101|001|0010101|00110101 0x70e7535749535
0x0b 1110110|111001111010|00110101110111|001|0010110|00110110 0x76e7a35dc9636
